Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
2020-03-16,2,1310,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,No,0
2020-03-16,2,1218,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.5,5.0,Yes,8
2020-03-16,2,1323,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.5,4.0,Yes,8
2020-03-16,2,1049,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,4
2020-03-16,2,1210,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,4
2020-03-16,2,1120,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,4
2020-03-16,2,1234,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,1
2020-03-16,2,1632,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,No,0
2020-03-16,1,1542,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,1
2020-03-16,1,1639,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,STRIPED BASS,Private/Rental boat,Inland,not applicable,8.0,6.0,Yes,6
2020-03-16,2,1134,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,1
2020-03-16,2,1537,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,3
2020-03-16,1,1338,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,8
2020-03-16,1,1204,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,2.5,2.0,Yes,1
2020-03-16,1,1525,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,6.0,Yes,3
2020-03-16,1,1600,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.5,5.0,Yes,4
2020-03-16,1,1425,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,7.0,5.0,Yes,4
2020-03-16,1,1125,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.5,3.0,Yes,2
2020-03-16,1,1137,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.5,4.0,Yes,4
2020-03-16,1,1236,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.5,4.0,Yes,5
2020-03-16,1,1427,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,2.0,Yes,1
2020-03-16,1,1431,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,2.0,Yes,1
2020-03-16,1,1112,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,8
2020-03-16,1,1157,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,4
2020-03-16,1,1121,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.0,Yes,3
2020-03-16,1,1208,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,3
2020-03-16,1,1235,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,7
2020-03-16,1,1700,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,11.0,10.0,Yes,6
2020-03-16,1,1240,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,3.0,Yes,3
2020-03-16,1,1249,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,4.0,Yes,4
2020-03-16,1,1321,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,6.0,Yes,3
2020-03-16,1,1324,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,6.0,Yes,1
2020-03-16,1,1501,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,1
2020-03-16,1,1443,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,5
2020-03-16,1,1443,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1
2020-03-16,1,1645,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,2.5,2.5,Yes,8
2020-03-16,1,1240,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,1
2020-03-16,1,1205,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,4.5,Yes,8
2020-03-16,1,1303,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,5.0,No,0
2020-03-16,1,1303,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,5.0,No,0
2020-03-16,1,1340,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,7
2020-03-16,1,1210,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,5.0,Yes,6
2020-03-16,1,1239,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,4
2020-03-16,1,1613,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,5.0,Yes,1
2020-03-16,1,1614,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,5.0,Yes,1
2020-03-16,2,1145,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.5,4.5,Yes,7
2020-03-16,2,1323,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,5.0,Yes,4
2020-03-16,2,1551,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,8.0,Yes,8
2020-03-16,2,1431,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.5,6.0,No,0
2020-03-16,1,1353,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,2
2020-03-16,1,1201,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.0,Yes,1
2020-03-16,1,1620,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Private/Rental boat,Inland,not applicable,5.0,3.5,Yes,5
2020-03-16,2,1503,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,1
2020-03-16,2,1503,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,1
2020-03-16,1,1148,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,4
2020-03-16,1,1328,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1
2020-03-16,1,1234,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.0,Yes,2
2020-03-16,1,1617,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,6.5,No,0
2020-03-16,2,1319,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,1
2020-03-16,1,1457,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.5,2.5,Yes,1
2020-03-16,1,1604,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,3
2020-03-16,1,1632,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,No,0
2020-03-16,2,1616,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,7.0,5.5,Yes,1
2020-03-16,2,1322,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,4
2020-03-16,1,1436,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1
2020-03-16,2,1422,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,1.5,No,0
2020-03-16,2,1224,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,3.0,Yes,8
2020-03-16,2,1236,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,5
2020-03-16,2,1251,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,6.0,Yes,8
2020-03-16,2,1451,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.5,Yes,1
2020-03-16,2,1530,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,4.0,Yes,4
2020-03-16,2,1552,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,5
2020-03-16,2,1530,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,Private/Rental boat,Inland,not applicable,2.0,2.0,Yes,1
2018-05-18,4,1428,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,8.0,7.5,Yes,1
2018-05-18,4,1447,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,1
2018-05-18,4,1452,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,1
2018-05-18,4,1455,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,1
2018-05-18,4,1447,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,8.0,7.5,Yes,1
2018-05-18,4,1514,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,6.0,5.5,Yes,1
2019-05-17,4,1343,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,7.0,6.5,Yes,1
2019-05-17,4,1343,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,7.0,6.5,Yes,1
2019-05-17,4,1424,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,5.5,5.0,Yes,1
2019-05-17,4,1429,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,5.5,5.0,Yes,1
2019-05-17,4,1104,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1
2019-05-17,4,1105,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1
2019-05-17,4,1502,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,7.0,6.5,Yes,1
2019-05-17,4,1216,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,STRIPED BASS,Private/Rental boat,Inland,not applicable,6.0,5.5,Yes,1
2019-05-17,4,1453,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,8.0,7.5,Yes,1
2019-05-17,4,1453,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Private/Rental boat,Inland,not applicable,8.0,7.5,Yes,1
2018-05-18,4,1525,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,13
2018-05-18,4,1555,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,13
2018-05-18,4,1430,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
2018-05-18,4,1625,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,13
2018-05-18,4,1455,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
2018-05-18,4,1450,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,14
2018-05-18,4,1505,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,9
2018-05-18,4,1500,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,7
2018-05-18,4,1510,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
2018-05-18,4,1440,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2018-05-18,4,1530,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,No,0
2018-05-18,4,1540,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,3.0,No,0
2018-05-18,4,1545,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,No,0
2018-05-18,4,1550,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.5,No,0
2018-05-18,4,1600,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2018-05-18,4,1605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2018-05-18,4,1610,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.5,No,0
2018-05-18,4,1615,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,No,0
2018-05-18,4,1620,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.0,No,0
2018-05-18,4,1630,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,No,0
2018-05-18,4,1420,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,1
2018-05-18,4,1415,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.0,Yes,2
2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,3
2018-05-18,4,1510,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,2
2018-05-18,4,1425,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.0,Yes,4
2018-05-18,4,1505,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,1
2018-05-18,4,1430,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.0,Yes,8
2018-05-18,4,1450,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,2
2018-05-18,4,1605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.0,Yes,1
2018-05-18,4,1445,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
2018-05-18,4,1440,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
2018-05-18,4,1530,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
2018-05-18,4,1535,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
2018-05-18,4,1555,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,8.0,No,0
2018-05-18,4,1600,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
2018-05-18,4,1540,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,2.0,No,0
2018-05-18,4,1425,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,1.0,Yes,24
2018-05-18,4,1550,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.5,No,0
2018-05-18,4,1551,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.5,No,0
2018-05-18,4,1455,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,10
2018-05-18,4,1610,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,8.0,No,0
2018-05-18,4,1611,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
2018-05-18,4,1555,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.0,No,0
2018-05-18,4,1435,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,37
2018-05-18,4,1505,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.0,Yes,10
2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,4
2018-05-18,4,1525,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Head boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,15
