YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,imp_rec,LNGTH,WGT,lngth_imp,wgt_imp,month,strat_id,psu_id,common,wp_size,l_in_bin,l_cm_bin,VAR_ID,ARX_METHOD,ALT_FLAG,date_published
2020,12,3,5,1515620200201001,6,1,we,8835440602,,282,0.20,0,0,02,2020021273weS:8AM-8PM,2020112731515620200201,GULF KINGFISH,46640.090236,11,28,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1515620200201002,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731515620200201,,46640.090236,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1515620200201003,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731515620200201,,46640.090236,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1515620200222001,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731515620200222,,46640.090236,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200103001,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,,37775.619779,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200103002,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,,37775.619779,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200103003,6,1,we,8835400000,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,GRUNT FAMILY,75551.239558,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200103003,6,1,we,8835280306,,347,0.78,1,1,01,2020011253weS:8AM-8PM,2020112531534720200103,BLUE RUNNER,37775.619779,13,34,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200103003,6,1,we,8835280306,,362,0.86,1,1,01,2020011253weS:8AM-8PM,2020112531534720200103,BLUE RUNNER,37775.619779,14,36,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200103003,6,1,we,8835441101,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,SAND DRUM,453307.43735,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200103004,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,,26980.040901,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200103005,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,,26980.040901,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200103006,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200103,,26980.040901,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200112001,6,1,we,8835360102,,300,0.46,1,1,01,2020011253weS:8AM-8PM,2020112531534720200112,GRAY SNAPPER,4674.443095,11,30,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200112001,6,1,we,8835360102,,285,0.36,1,1,01,2020011253weS:8AM-8PM,2020112531534720200112,GRAY SNAPPER,4674.443095,11,28,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200112002,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200112,,4674.443095,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1534720200112003,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200112,,4674.443095,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200117001,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200117,,6005.7132357,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200117002,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200117,,6005.7132357,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124001,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,,2115.1642957,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124002,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,,2115.1642957,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124003,6,1,we,8835280901,,321,0.72,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,FLORIDA POMPANO,2115.1642957,12,32,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124004,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,,2115.1642957,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124005,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,,2115.1642957,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124006,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,,2115.1642957,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1534720200124007,6,1,we,,,,,0,0,01,2020011253weS:8AM-8PM,2020112531534720200124,,2115.1642957,,,2020011253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216001,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216002,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216003,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216004,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216005,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216006,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1543720200216007,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1543720200216008,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1543720200216009,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1543720200216010,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531543720200216,,11550.482418,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208001,6,1,we,8835430502,,285,0.59,0,1,02,2020021253weS:8AM-8PM,2020112531562720200208,JOLTHEAD PORGY,12123.520979,11,28,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208002,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,12123.520979,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208003,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,12123.520979,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208004,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,12123.520979,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208005,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,12123.520979,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208006,6,1,we,8850030502,,498,0.84,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,SPANISH MACKEREL,12123.520979,19,49,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208006,6,1,we,8850030502,,595,1.84,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,SPANISH MACKEREL,12123.520979,23,59,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208007,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,12123.520979,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208008,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,12123.520979,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208009,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208010,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208011,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208012,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208013,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208014,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208015,6,1,we,8747010000,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,HERRING FAMILY,322847.28926,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200208016,6,1,we,8747010000,,,,0,0,02,2020021253weS:8AM-8PM,2020112531562720200208,HERRING FAMILY,17935.960514,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200229001,6,1,we,8835250101,,315,0.36,1,1,02,2020021263weS:8AM-8PM,2020112631562720200229,BLUEFISH,46640.090236,12,31,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200229002,6,1,we,,,,,0,0,02,2020021263weS:8AM-8PM,2020112631562720200229,,46640.090236,,,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200229003,6,1,we,8835430301,,335,0.84,0,0,02,2020021263weS:8AM-8PM,2020112631562720200229,SHEEPSHEAD,7516.2547964,13,33,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1562720200229004,6,1,we,8835430301,,305,0.72,0,0,02,2020021263weS:8AM-8PM,2020112631562720200229,SHEEPSHEAD,7516.2547964,12,30,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1562720200229004,6,1,we,8835430301,,315,0.64,0,0,02,2020021263weS:8AM-8PM,2020112631562720200229,SHEEPSHEAD,7516.2547964,12,31,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1562720200229005,6,1,we,,,,,0,0,02,2020021263weS:8AM-8PM,2020112631562720200229,,7516.2547964,,,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200229006,6,1,we,8835400304,,270,0.52,1,1,02,2020021263weS:8AM-8PM,2020112631562720200229,BLACK MARGATE,7516.2547964,10,27,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1562720200229007,6,1,we,,,,,0,0,02,2020021263weS:8AM-8PM,2020112631562720200229,,7516.2547964,,,2020021263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200111008,6,1,we,,,,,0,0,01,2020011273weS:8AM-8PM,2020112731563220200111,,1867.8776,,,2020011273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200111009,6,1,we,,,,,0,0,01,2020011273weS:8AM-8PM,2020112731563220200111,,1867.8776,,,2020011273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216001,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216002,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216003,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216004,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216005,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216006,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216007,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216008,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,,23255.732973,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216009,6,1,we,8835440601,,255,0.18,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,SOUTHERN KINGFISH,16722.707987,10,25,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216009,6,1,we,8835440601,,277,0.22,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,SOUTHERN KINGFISH,16722.707987,10,27,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216009,6,1,we,8835440601,,240,0.16,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,SOUTHERN KINGFISH,16722.707987,9,24,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216009,6,1,we,8835440601,,298,0.32,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,SOUTHERN KINGFISH,16722.707987,11,29,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1563220200216009,6,1,we,8835440601,,313,0.32,0,0,02,2020021273weS:8AM-8PM,2020112731563220200216,SOUTHERN KINGFISH,16722.707987,12,31,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1579320200123003,6,1,wd,,,,,0,0,01,2020011253wdS:8AM-8PM,2020112531579320200123,,4973.7198782,,,2020011253wdS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1579320200123004,6,1,wd,,,,,0,0,01,2020011253wdS:8AM-8PM,2020112531579320200123,,4973.7198782,,,2020011253wdS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223001,6,1,we,8836010000,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,MULLET FAMILY,156500.66572,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223002,6,1,we,8836010000,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,MULLET FAMILY,156500.66572,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223003,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,,26083.444286,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223004,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,,26083.444286,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223005,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,,26083.444286,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223006,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,,26083.444286,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223007,6,1,we,8835250101,,305,0.38,1,1,02,2020021253weS:8AM-8PM,2020112531579320200223,BLUEFISH,26083.444286,12,30,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223008,6,1,we,,,,,0,0,02,2020021253weS:8AM-8PM,2020112531579320200223,,12635.575209,,,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223009,6,1,we,8835250101,,395,0.68,1,1,02,2020021253weS:8AM-8PM,2020112531579320200223,BLUEFISH,17689.805293,15,39,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223009,6,1,we,8835250101,,339,0.52,1,1,02,2020021253weS:8AM-8PM,2020112531579320200223,BLUEFISH,17689.805293,13,33,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223009,6,1,we,8835250101,,315,0.36,1,1,02,2020021253weS:8AM-8PM,2020112531579320200223,BLUEFISH,17689.805293,12,31,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223009,6,1,we,8835250101,,306,0.38,1,1,02,2020021253weS:8AM-8PM,2020112531579320200223,BLUEFISH,17689.805293,12,30,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1579320200223009,6,1,we,8835250101,,299,0.32,1,1,02,2020021253weS:8AM-8PM,2020112531579320200223,BLUEFISH,17689.805293,11,29,2020021253weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200120001,6,1,we,,,,,0,0,01,2020011273weS:8AM-8PM,2020112731581320200120,,46640.090236,,,2020011273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200126013,6,1,we,8835520101,,521,4.28,1,1,01,2020011263weS:8AM-8PM,2020112631581320200126,ATLANTIC SPADEFISH,3095.6851475,20,52,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200126013,6,1,we,8835430201,,152,0.10,1,1,01,2020011263weS:8AM-8PM,2020112631581320200126,PINFISH,3095.6851475,5,15,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200126013,6,1,we,8835430201,,134,0.05,1,1,01,2020011263weS:8AM-8PM,2020112631581320200126,PINFISH,3095.6851475,5,13,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200126013,6,1,we,8835360112,,438,1.42,1,1,01,2020011263weS:8AM-8PM,2020112631581320200126,LANE SNAPPER,3095.6851475,17,43,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200126014,6,1,we,8835430201,,176,0.10,1,1,01,2020011263weS:8AM-8PM,2020112631581320200126,PINFISH,3095.6851475,6,17,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200129001,6,1,wd,,,,,0,0,01,2020011273wdS:8AM-8PM,2020112731581320200129,,130505.90004,,,2020011273wdS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200131003,6,1,we,8835430201,,174,0.10,1,1,01,2020011263weS:8AM-8PM,2020112631581320200131,PINFISH,4124.7318782,6,17,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200131003,6,1,we,8835440702,,277,0.32,1,1,01,2020011263weS:8AM-8PM,2020112631581320200131,ATLANTIC CROAKER,4124.7318782,10,27,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200222001,6,1,we,8857030304,,384,0.50,0,0,02,2020021273weS:8AM-8PM,2020112731581320200222,SOUTHERN FLOUNDER,14801.305877,15,38,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581320200222002,6,1,we,,,,,0,0,02,2020021273weS:8AM-8PM,2020112731581320200222,,14801.305877,,,2020021273weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581420200101001,6,1,wd,,,,,0,0,01,2020011273wdS:8AM-8PM,2020112731581420200101,,148814.53823,,,2020011273wdS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581420200101002,6,1,wd,,,,,0,0,01,2020011273wdS:8AM-8PM,2020112731581420200101,,148814.53823,,,2020011273wdS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581420200204009,6,1,wd,,,,,0,0,02,2020021273wdS:8AM-8PM,2020112731581420200204,,17716.567447,,,2020021273wdS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1581420200204010,6,1,wd,,,,,0,0,02,2020021273wdS:8AM-8PM,2020112731581420200204,,17716.567447,,,2020021273wdS:8AM-8PM,,0,05/04/2021
2020,12,3,1,1581420200224001,6,1,wd,,,,,0,0,02,2020021273wdS:8AM-8PM,2020112731581420200224,,204320.96264,,,2020021273wdS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200110001,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200110,,3469.9462819,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200110002,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200110,,3469.9462819,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200110003,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200110,,3469.9462819,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200117001,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200117,,6229.745691,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200117002,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200117,,6229.745691,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200117003,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200117,,6229.745691,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200117004,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200117,,6229.745691,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200117005,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200117,,6229.745691,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200118001,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200118,,43943.642282,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200118002,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200118,,43943.642282,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200118003,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200118,,43943.642282,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200118004,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200118,,43943.642282,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200118005,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200118,,43943.642282,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200120001,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200120,,46640.090235,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200120002,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200120,,46640.090235,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200120003,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200120,,46640.090235,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200120004,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200120,,46640.090235,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200120005,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200120,,46640.090235,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200126004,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200126,,6900.1192379,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200126005,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200126,,6900.1192379,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200126006,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200126,,6900.1192379,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200126007,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200126,,6900.1192379,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200131001,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200131,,8701.3737907,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200131002,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200131,,8701.3737907,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200131003,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200131,,8701.3737907,,,2020011263weS:8AM-8PM,,0,05/04/2021
2020,12,3,5,1583820200131004,6,1,we,,,,,0,0,01,2020011263weS:8AM-8PM,2020112631583820200131,,8701.3737907,,,2020011263weS:8AM-8PM,,0,05/04/2021
