Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection,County of intercept,State of intercept,Area of fishing,Angler age,Angler gender,Number in fishing party,Number of contributing fishermen,See any sea turtles while fishing?
"['16MAR20', '08', '31']",1,1239,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,4,Pamlico,NC,River,73,Male,1,1,No
"['16MAR20', '08', '31']",1,1613,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,5.0,Yes,1,Pamlico,NC,River,45,Male,2,1,No
"['16MAR20', '08', '31']",1,1614,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,5.0,Yes,1,Pamlico,NC,River,52,Male,2,1,No
"['16MAR20', '08', '31']",2,1145,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.5,4.5,Yes,7,Beaufort,NC,River,59,Male,2,2,No
"['16MAR20', '08', '31']",2,1323,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,5.0,Yes,4,Beaufort,NC,River,27,Male,2,1,No
"['16MAR20', '08', '31']",2,1551,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,8.0,Yes,8,Beaufort,NC,River,49,Male,2,2,No
"['16MAR20', '08', '31']",2,1431,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.5,6.0,No,0,Pamlico,NC,River,42,Male,1,1,No
"['16MAR20', '08', '31']",1,1353,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,2,New Hanover,NC,River,31,Male,2,1,No
"['16MAR20', '08', '31']",1,1201,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.0,Yes,1,New Hanover,NC,River,31,Male,2,1,No
"['16MAR20', '08', '31']",1,1620,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Private/Rental boat,Inland,not applicable,5.0,3.5,Yes,5,New Hanover,NC,River,23,Male,3,3,No
"['16MAR20', '08', '31']",2,1503,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,1,New Hanover,NC,Other,66,Male,2,1,No
"['16MAR20', '08', '31']",2,1503,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,1,New Hanover,NC,Other,73,Male,2,1,No
"['16MAR20', '08', '31']",1,1148,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,4,New Hanover,NC,Sound,31,Male,2,2,No
"['16MAR20', '08', '31']",1,1328,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1,New Hanover,NC,Sound,58,Male,2,1,No
"['16MAR20', '08', '31']",1,1234,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.0,Yes,2,New Hanover,NC,River,60,Male,1,1,No
"['16MAR20', '08', '31']",1,1617,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,6.5,No,0,New Hanover,NC,Sound,34,Male,2,1,No
"['16MAR20', '08', '31']",2,1319,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,1,Brunswick,NC,River,40,Male,2,1,No
"['16MAR20', '08', '31']",1,1457,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.5,2.5,Yes,1,Dare,NC,Albemarle/Pamlico Estuary,45,Male,2,1,No
"['16MAR20', '08', '31']",1,1604,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,3,Carteret,NC,River,27,Male,2,2,No
"['16MAR20', '08', '31']",1,1632,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,No,0,Carteret,NC,River,31,Male,3,1,No
"['16MAR20', '08', '31']",1,1640,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,3,Carteret,NC,River,54,Male,1,1,No
"['16MAR20', '08', '31']",2,1316,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,20,Carteret,NC,River,50,Male,1,1,No
"['16MAR20', '08', '31']",2,1616,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,7.0,5.5,Yes,1,Carteret,NC,Other,66,Male,2,1,No
"['16MAR20', '08', '31']",2,1322,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,4,Carteret,NC,River,71,Male,1,1,No
"['16MAR20', '08', '31']",2,1435,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,9,Carteret,NC,River,46,Male,3,2,No
"['16MAR20', '08', '31']",1,1436,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,1,Carteret,NC,River,68,Male,1,1,No
"['16MAR20', '08', '31']",2,1447,January/February,South Atlantic (NC; SC; GA; EFL),Weekday,BLACK DRUM,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,2,Carteret,NC,River,66,Male,2,2,No
"['16MAR20', '08', '31']",2,1422,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,1.5,No,0,Carteret,NC,River,27,Male,1,1,No
"['16MAR20', '08', '31']",2,1224,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,3.0,Yes,8,Pamlico,NC,River,47,Male,2,2,No
"['16MAR20', '08', '31']",2,1236,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,5,Pamlico,NC,River,48,Male,2,2,No
"['16MAR20', '08', '31']",2,1251,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,6.0,Yes,8,Pamlico,NC,River,65,Male,2,2,No
"['16MAR20', '08', '31']",2,1451,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.5,Yes,1,Pamlico,NC,River,74,Male,2,1,No
"['16MAR20', '08', '31']",2,1530,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,4.0,Yes,4,Pamlico,NC,River,36,Male,2,2,No
"['16MAR20', '08', '31']",2,1552,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,5,Carteret,NC,River,38,Male,3,3,No
"['16MAR20', '08', '31']",2,1530,January/February,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,Private/Rental boat,Inland,not applicable,2.0,2.0,Yes,1,Carteret,NC,River,43,Male,2,1,No
"['18MAY18', '10', '49']",4,1317,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,5.0,Yes,1,New Hanover,NC,Open water,30,Male,3,1,No
"['18MAY18', '10', '49']",4,1530,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.5,No,0,New Hanover,NC,Open water,45,Male,4,1,No
"['17MAY19', '12', '33']",4,1122,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,BLUEFISH,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.5,No,0,Dare,NC,Open water,36,Male,5,1,No
"['17MAY19', '12', '33']",4,1127,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,BLUEFISH,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.5,No,0,Dare,NC,Open water,28,Male,5,1,No
"['17MAY19', '12', '33']",4,1128,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,BLUEFISH,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.5,No,0,Dare,NC,Open water,33,Male,5,1,No
